Country,League,Season,Round,Date,Time,Home,Away,HxG,AxG,HG,AG,HExpG+,AExpG+,Res,AvgBookmakerCH,AvgBookmakerCD,AvgBookmakerCA,Model_Home_Prob,Model_Draw_Prob,Model_Away_Prob,NoVig_HProb_Avg,NoVig_DProb_Avg,NoVig_AProb_Avg,AvgMargin,Home_EV,Draw_EV,Away_EV
China,Super League,2024,27,2024-09-29,12:35,Tianjin Jinmen Tiger,Cangzhou,3.19,0.78,3.0,2.0,3.1329999999999996,1.146,H,1.55,4.06,5.24,,,,0.596098561,0.227574574,0.176326865,0.082306404,,,
China,Super League,2024,27,2024-09-29,13:00,Wuhan Three Towns,Henan Songshan Longmen,2.61,0.22,1.0,0.0,2.127,0.154,H,1.88,3.44,3.92,,,,0.49355821,0.269735301,0.236706489,0.077714609,,,
China,Super League,2024,2,2024-10-03,07:30,Cangzhou,Chengdu Rongcheng,1.26,0.84,1.0,0.0,1.182,0.588,H,4.12,3.52,1.81,,,,0.22488599,0.263218829,0.511895181,0.079295544,,,
China,Super League,2024,2,2024-10-03,12:00,Shenzhen Xinpengcheng,Tianjin Jinmen Tiger,2.17,1.42,0.0,4.0,1.519,2.194,A,3.07,3.13,2.32,,,,0.30265368,0.296852012,0.400494309,0.0762562,,,
China,Super League,2024,5,2024-10-04,12:00,Qingdao West Coast,Tianjin Jinmen Tiger,1.61,1.96,1.0,3.0,1.427,2.272,A,3.48,3.45,2.01,,,,0.267376896,0.269701912,0.462921192,0.074723832,,,
China,Super League,2024,5,2024-10-04,12:35,Cangzhou,Changchun Yatai,0.43,1.38,2.0,0.0,0.901,0.9659999999999999,H,2.0,3.47,3.47,,,,0.464524766,0.267737617,0.267737617,0.076368876,,,
China,Super League,2024,5,2024-10-04,12:35,Chengdu Rongcheng,Zhejiang Professional,1.65,0.87,3.0,0.0,2.0549999999999997,0.609,H,1.66,3.88,4.59,,,,0.558818177,0.239082003,0.20209982,0.078006521,,,
China,Super League,2024,5,2024-10-04,13:00,Meizhou Hakka,Qingdao Hainiu,1.06,0.53,0.0,0.0,0.742,0.371,D,3.13,3.04,2.32,,,,0.29596804,0.304730251,0.399301709,0.079470669,,,
China,Super League,2024,10,2024-10-05,12:00,Qingdao Hainiu,Nantong Zhiyun,2.25,1.31,2.0,2.0,2.175,1.517,D,2.23,3.07,3.28,,,,0.415582272,0.301872464,0.282545264,0.079041441,,,
China,Super League,2024,11,2024-10-05,12:35,Chengdu Rongcheng,Henan Songshan Longmen,1.93,1.24,4.0,2.0,2.551,1.468,H,1.46,4.37,6.09,,,,0.635391275,0.212281753,0.152326972,0.077968071,,,
China,Super League,2024,11,2024-10-05,13:00,Shanghai Port,Changchun Yatai,4.18,1.34,5.0,2.0,4.426,1.5379999999999998,H,1.12,8.59,15.39,,,,0.831145553,0.108368221,0.060486226,0.074248836,,,
China,Super League,2024,23,2024-10-08,12:00,Qingdao Hainiu,Henan Songshan Longmen,2.05,2.56,0.0,2.0,1.4349999999999998,2.392,A,1.72,3.81,4.27,,,,0.539300478,0.243463733,0.21723579,0.078054578,,,
China,Super League,2024,23,2024-10-08,12:35,Changchun Yatai,Wuhan Three Towns,0.52,0.75,2.0,0.0,0.964,0.5249999999999999,H,2.36,3.41,2.78,,,,0.393545387,0.272365723,0.33408889,0.076696176,,,
China,Super League,2024,23,2024-10-08,13:00,Shanghai Shenhua,Nantong Zhiyun,2.73,0.36,5.0,1.0,3.4109999999999996,0.552,H,1.09,9.24,19.66,,,,0.852218574,0.100532278,0.047249148,0.076521001,,,
China,Super League,2024,28,2024-10-18,12:35,Shandong Taishan,Tianjin Jinmen Tiger,2.57,1.28,4.0,1.0,2.9989999999999997,1.196,H,1.93,3.76,3.39,,,,0.480164545,0.246467439,0.273368015,0.079077413,,,
China,Super League,2024,23,2024-10-18,12:35,Shanghai Shenhua,Henan Songshan Longmen,3.63,0.25,2.0,1.0,3.141,0.475,H,1.19,6.3,11.94,,,,0.776063784,0.146589826,0.077346391,0.082818387,,,
China,Super League,2024,7,2024-10-18,12:35,Wuhan Three Towns,Zhejiang Professional,1.69,0.27,0.0,2.0,1.1829999999999998,0.7889999999999999,A,2.05,3.74,3.13,,,,0.453909894,0.248800878,0.297289228,0.074673375,,,
China,Super League,2024,13,2024-10-18,13:00,Chengdu Rongcheng,Shanghai Port,1.49,1.17,3.0,1.0,1.9429999999999998,1.119,H,3.05,3.54,2.14,,,,0.304245851,0.262132725,0.433621424,0.077644448,,,
China,Super League,2024,28,2024-10-19,08:30,Changchun Yatai,Qingdao West Coast,3.29,0.22,4.0,0.0,3.503,0.154,H,1.62,3.96,4.84,,,,0.573459716,0.234597156,0.191943128,0.076420773,,,
China,Super League,2024,12,2024-10-19,12:35,Beijing Guoan,Qingdao Hainiu,2.34,1.86,6.0,0.0,3.4379999999999997,1.302,H,1.38,4.78,6.92,,,,0.671986608,0.194004502,0.13400889,0.078351373,,,
China,Super League,2024,28,2024-10-20,11:00,Cangzhou,Nantong Zhiyun,0.48,0.35,0.0,0.0,0.33599999999999997,0.24499999999999997,D,3.3,3.27,2.13,,,,0.281019645,0.283597807,0.435382548,0.078324269,,,
China,Super League,2024,28,2024-10-20,12:35,Shenzhen Xinpengcheng,Meizhou Hakka,1.14,0.9,0.0,0.0,0.7979999999999999,0.63,D,1.95,3.4,3.72,,,,0.476707372,0.273405699,0.249886929,0.075755364,,,
China,Super League,2024,29,2024-10-27,07:30,Cangzhou,Shanghai Port,0.12,3.16,0.0,1.0,0.08399999999999999,2.5119999999999996,A,20.48,10.31,1.08,,,,0.045559365,0.090500078,0.863940557,0.071747261,,,
China,Super League,2024,29,2024-10-27,07:30,Henan Songshan Longmen,Changchun Yatai,2.79,0.39,0.0,0.0,1.9529999999999998,0.27299999999999996,D,2.17,3.41,3.07,,,,0.426766081,0.271578415,0.301655504,0.079817524,,,
China,Super League,2024,29,2024-10-27,07:30,Meizhou Hakka,Wuhan Three Towns,2.81,0.41,1.0,0.0,2.267,0.287,H,1.61,3.96,4.92,,,,0.576767318,0.234493783,0.188738899,0.076895297,,,
China,Super League,2024,29,2024-10-27,07:30,Nantong Zhiyun,Beijing Guoan,0.82,1.93,1.0,3.0,0.8739999999999999,2.251,A,3.11,3.55,2.12,,,,0.299129163,0.262053999,0.438816838,0.074931662,,,
China,Super League,2024,19,2024-10-27,07:30,Qingdao West Coast,Chengdu Rongcheng,0.21,2.09,1.0,1.0,0.44699999999999995,1.763,D,6.81,4.69,1.4,,,,0.136680898,0.198464161,0.66485494,0.074348209,,,
China,Super League,2024,14,2024-10-27,07:30,Shanghai Shenhua,Shenzhen Xinpengcheng,2.92,1.21,2.0,2.0,2.644,1.447,D,1.21,6.01,11.94,,,,0.767653449,0.154552525,0.077794026,0.076587726,,,
China,Super League,2024,29,2024-10-27,07:30,Tianjin Jinmen Tiger,Qingdao Hainiu,1.14,0.78,1.0,0.0,1.0979999999999999,0.5459999999999999,H,1.76,3.9,3.99,,,,0.52843375,0.238472667,0.233093584,0.075218641,,,
China,Super League,2024,13,2024-10-27,07:30,Zhejiang Professional,Shandong Taishan,2.28,2.48,3.0,3.0,2.4959999999999996,2.636,D,1.96,3.94,3.18,,,,0.473078491,0.235338539,0.29158297,0.078476597,,,
China,Super League,2024,11,2024-11-05,12:00,Tianjin Jinmen Tiger,Shanghai Shenhua,0.12,1.14,0.0,0.0,0.08399999999999999,0.7979999999999999,D,5.27,4.08,1.56,,,,0.176370831,0.227812323,0.595816846,0.075877001,,,
China,Super League,2024,11,2024-11-05,12:35,Wuhan Three Towns,Shandong Taishan,1.13,1.5,1.0,2.0,1.091,1.65,A,3.72,3.16,2.04,,,,0.249953471,0.294249023,0.455797506,0.075468979,,,
China,Super League,2024,11,2024-11-05,13:00,Beijing Guoan,Meizhou Hakka,1.62,0.91,3.0,2.0,2.034,1.237,H,1.23,5.75,11.16,,,,0.755213942,0.161550113,0.083235945,0.076526908,,,
China,Super League,2024,23,2024-11-08,12:35,Qingdao West Coast,Beijing Guoan,1.16,1.69,2.0,2.0,1.412,1.783,D,3.32,3.6,2.01,,,,0.279801401,0.25803907,0.462159529,0.076495035,,,
China,Super League,2024,23,2024-11-08,13:00,Tianjin Jinmen Tiger,Zhejiang Professional,1.6,1.42,3.0,2.0,2.0199999999999996,1.5939999999999999,H,3.01,3.91,2.06,,,,0.309503041,0.238261932,0.452235026,0.073417283,,,
China,Super League,2024,11,2024-12-05,12:35,Cangzhou,Zhejiang Professional,0.23,1.56,0.0,1.0,0.161,1.392,A,4.11,4.14,1.68,,,,0.225266717,0.22363435,0.551098933,0.080092991,,,
China,Super League,2024,11,2024-12-05,13:00,Shenzhen Xinpengcheng,Qingdao West Coast,1.22,1.35,1.0,2.0,1.154,1.545,A,2.14,3.49,3.1,,,,0.434121405,0.266194787,0.299683808,0.076403316,,,
China,Super League,2024,19,2024-12-07,12:35,Cangzhou,Wuhan Three Towns,0.73,0.71,1.0,1.0,0.8109999999999999,0.7969999999999999,D,2.98,3.52,2.2,,,,0.312389066,0.264465744,0.42314519,0.074206833,,,
China,Super League,2024,19,2024-12-07,12:35,Shanghai Port,Beijing Guoan,3.93,1.74,5.0,1.0,4.2509999999999994,1.518,H,1.28,6.03,7.87,,,,0.72731773,0.15438917,0.1182931,0.074152282,,,
China,Super League,2024,19,2024-12-07,13:00,Chengdu Rongcheng,Tianjin Jinmen Tiger,3.45,0.71,2.0,1.0,3.015,0.7969999999999999,H,1.27,5.66,8.67,,,,0.729467098,0.163679013,0.106853889,0.079420274,,,
China,Super League,2025,2,2025-01-03,07:30,Qingdao Hainiu,Shenzhen Xinpengcheng,0.83,1.23,0.0,1.0,0.581,1.161,A,3.07,2.77,2.55,,,,0.301911873,0.33460991,0.363478216,0.078900592,,,
China,Super League,2025,2,2025-01-03,11:35,Meizhou Hakka,Henan Songshan Longmen,0.84,2.23,2.0,1.0,1.188,1.861,H,2.98,3.34,2.25,,,,0.310881472,0.277373289,0.411745239,0.079416112,,,
China,Super League,2025,2,2025-01-03,11:35,Shanghai Shenhua,Beijing Guoan,1.26,0.73,2.0,2.0,1.4819999999999998,1.111,D,1.76,3.69,4.2,,,,0.527422714,0.251562053,0.221015233,0.077279766,,,
China,Super League,2025,2,2025-01-03,12:00,Yunnan Yukun,Zhejiang Professional,0.54,1.37,1.0,1.0,0.6779999999999999,1.259,D,2.67,3.38,2.43,,,,0.346175731,0.273458343,0.380365926,0.081912457,,,
China,Super League,2025,4,2025-01-04,12:00,Henan Songshan Longmen,Qingdao West Coast,1.59,1.83,2.0,3.0,1.713,2.181,A,1.92,3.54,3.71,,,,0.485462086,0.26330147,0.251236443,0.072860988,,,
China,Super League,2025,4,2025-01-04,12:35,Zhejiang Professional,Shenzhen Xinpengcheng,1.53,0.54,3.0,0.0,1.9709999999999999,0.378,H,1.82,3.68,3.98,,,,0.512334019,0.253382585,0.234283396,0.072445961,,,
China,Super League,2025,10,2025-01-05,08:30,Dalian Yingbo,Yunnan Yukun,1.97,2.08,3.0,2.0,2.279,2.056,H,1.76,3.62,4.47,,,,0.531936436,0.25862103,0.209442534,0.068138559,,,
China,Super League,2025,10,2025-01-05,11:30,Shenzhen Xinpengcheng,Tianjin Jinmen Tiger,0.91,0.57,1.0,0.0,0.937,0.39899999999999997,H,2.08,3.3,3.51,,,,0.449863678,0.283550439,0.266585883,0.068699819,,,
China,Super League,2025,10,2025-01-05,11:30,Henan Songshan Longmen,Wuhan Three Towns,1.78,0.64,1.0,2.0,1.546,1.048,A,1.84,3.67,3.9,,,,0.506801974,0.254091453,0.239106573,0.072368081,,,
China,Super League,2025,10,2025-01-05,12:30,Zhejiang Professional,Changchun Yatai,1.66,0.83,4.0,2.0,2.362,1.181,H,1.35,5.15,7.33,,,,0.691414442,0.181244562,0.127340995,0.071341146,,,
China,Super League,2025,10,2025-01-05,12:30,Shanghai Port,Beijing Guoan,1.31,1.95,1.0,2.0,1.2169999999999999,1.9649999999999999,A,2.35,3.87,2.58,,,,0.397126732,0.241149307,0.361723961,0.071526747,,,
China,Super League,2025,10,2025-01-05,12:30,Shandong Taishan,Qingdao Hainiu,2.37,0.67,1.0,1.0,1.959,0.7689999999999999,D,1.21,6.46,10.88,,,,0.770107663,0.144246172,0.085646165,0.073156807,,,
China,Super League,2025,29,2025-01-11,07:30,Changchun Yatai,Beijing Guoan,1.03,2.25,0.0,4.0,0.721,2.775,A,,,,,,,,,,,,,
China,Super League,2025,29,2025-01-11,07:30,Shandong Taishan,Tianjin Jinmen Tiger,2.25,0.34,2.0,1.0,2.175,0.538,H,,,,,,,,,,,,,
China,Super League,2025,29,2025-01-11,11:35,Meizhou Hakka,Dalian Yingbo,3.9,1.67,2.0,2.0,3.33,1.7689999999999997,D,,,,,,,,,,,,,
China,Super League,2025,2,2025-02-03,10:30,Chengdu Rongcheng,Tianjin Jinmen Tiger,3.12,0.97,1.0,2.0,2.4839999999999995,1.279,A,1.53,4.08,5.51,,,,0.605078929,0.226904598,0.168016472,0.080181014,,,
China,Super League,2025,4,2025-02-04,08:30,Changchun Yatai,Wuhan Three Towns,0.94,1.68,1.0,1.0,0.958,1.476,D,2.44,3.5,2.68,,,,0.383495781,0.267351344,0.349152875,0.06868468,,,
China,Super League,2025,4,2025-02-04,11:00,Shanghai Shenhua,Yunnan Yukun,5.22,0.69,3.0,1.0,4.553999999999999,0.7829999999999999,H,1.3,5.45,8.52,,,,0.718848208,0.17146838,0.109683412,0.0700879,,,
China,Super League,2025,4,2025-02-04,12:00,Qingdao Hainiu,Dalian Yingbo,0.69,1.83,1.0,1.0,0.7829999999999999,1.581,D,3.41,3.34,2.11,,,,0.274946453,0.280708804,0.444344742,0.066589979,,,
China,Super League,2025,4,2025-02-04,12:35,Shandong Taishan,Chengdu Rongcheng,0.78,2.49,0.0,3.0,0.5459999999999999,2.643,A,2.84,3.51,2.33,,,,0.330250889,0.267211546,0.402537565,0.06619751,,,
China,Super League,2025,4,2025-02-04,12:35,Tianjin Jinmen Tiger,Beijing Guoan,1.85,1.03,2.0,2.0,1.895,1.321,D,2.82,3.24,2.47,,,,0.331997511,0.288960797,0.379041693,0.068110204,,,
China,Super League,2025,4,2025-02-04,13:00,Shanghai Port,Meizhou Hakka,3.13,1.06,2.0,1.0,2.791,1.042,H,1.26,6.71,7.7,,,,0.739964711,0.138950154,0.121085135,0.07255222,,,
China,Super League,2025,10,2025-02-05,11:30,Qingdao West Coast,Meizhou Hakka,2.15,1.07,3.0,1.0,2.405,1.049,H,1.86,3.98,3.56,,,,0.502560901,0.234865145,0.262573954,0.069789566,,,
China,Super League,2025,10,2025-02-05,11:30,Chengdu Rongcheng,Shanghai Shenhua,1.57,0.59,1.0,0.0,1.399,0.413,H,2.1,3.48,3.31,,,,0.446849615,0.26965063,0.283499756,0.065661602,,,
China,Super League,2025,19,2025-02-08,11:00,Yunnan Yukun,Shanghai Shenhua,1.86,2.86,4.0,4.0,2.502,3.202,D,6.52,4.79,1.47,,,,,,,,,,
China,Super League,2025,19,2025-02-08,12:35,Chengdu Rongcheng,Shandong Taishan,2.46,0.88,2.0,1.0,2.322,0.9159999999999999,H,1.46,4.92,6.39,,,,,,,,,,
China,Super League,2025,19,2025-02-08,12:35,Qingdao West Coast,Henan Songshan Longmen,2.64,1.75,2.0,1.0,2.448,1.525,H,2.49,3.68,2.74,,,,,,,,,,
China,Super League,2025,19,2025-02-08,13:00,Meizhou Hakka,Shanghai Port,1.23,2.15,2.0,4.0,1.4609999999999999,2.705,A,5.3,4.8,1.55,,,,,,,,,,
China,Super League,2025,29,2025-02-11,07:30,Qingdao Hainiu,Wuhan Three Towns,1.38,0.75,1.0,0.0,1.2659999999999998,0.5249999999999999,H,,,,,,,,,,,,,
China,Super League,2025,29,2025-02-11,11:35,Yunnan Yukun,Qingdao West Coast,1.57,0.79,1.0,0.0,1.399,0.5529999999999999,H,,,,,,,,,,,,,
China,Super League,2025,1,2025-02-22,11:35,Chengdu Rongcheng,Wuhan Three Towns,2.64,0.86,1.0,0.0,2.1479999999999997,0.602,H,1.35,4.67,8.26,,,,0.68845987,0.199019449,0.112520681,0.075938878,,,
China,Super League,2025,1,2025-02-22,12:00,Shanghai Shenhua,Changchun Yatai,3.69,0.71,2.0,1.0,3.183,0.7969999999999999,H,1.26,5.51,9.66,,,,0.735775662,0.1682536,0.095970739,0.078658666,,,
China,Super League,2025,1,2025-02-22,12:00,Yunnan Yukun,Beijing Guoan,1.41,0.88,0.0,2.0,0.9869999999999999,1.216,A,4.41,3.74,1.71,,,,0.210168288,0.247818757,0.542012954,0.07893237,,,
China,Super League,2025,6,2025-02-23,07:30,Qingdao Hainiu,Qingdao West Coast,0.75,0.74,2.0,2.0,1.125,1.1179999999999999,D,2.47,2.94,2.99,,,,0.375062399,0.315103444,0.309834156,0.079442515,,,
China,Super League,2025,20,2025-02-23,07:30,Shandong Taishan,Henan Songshan Longmen,1.47,1.35,0.0,0.0,1.029,0.945,D,1.5,4.08,5.84,,,,0.615575397,0.226314484,0.158110119,0.082997583,,,
China,Super League,2025,1,2025-02-23,07:30,Tianjin Jinmen Tiger,Meizhou Hakka,5.66,1.0,2.0,2.0,4.561999999999999,1.2999999999999998,D,1.45,4.35,6.08,,,,0.636205092,0.212068364,0.151726543,0.084013914,,,
China,Super League,2025,20,2025-02-23,07:30,Zhejiang Professional,Dalian Yingbo,0.89,0.85,1.0,1.0,0.923,0.895,D,1.66,4.01,4.36,,,,0.557196489,0.230659893,0.212143617,0.081143995,,,
China,Super League,2025,1,2025-02-23,11:35,Shanghai Port,Shenzhen Xinpengcheng,2.91,0.49,3.0,1.0,2.937,0.643,H,1.39,4.71,6.61,,,,0.664273415,0.196038227,0.139688358,0.083024616,,,
China,Super League,2025,2,2025-02-28,07:30,Shandong Taishan,Dalian Yingbo,2.01,0.83,4.0,1.0,2.6069999999999998,0.881,H,1.4,4.63,6.67,,,,0.661257203,0.199948182,0.138794615,0.080193473,,,
China,Super League,2025,2,2025-02-28,11:35,Shanghai Port,Changchun Yatai,3.52,0.55,2.0,0.0,3.064,0.385,H,1.51,4.44,5.26,,,,0.614566832,0.209008089,0.176425079,0.077590949,,,
China,Super League,2025,2,2025-03-03,06:00,Qingdao West Coast,Wuhan Three Towns,2.95,2.9,2.0,0.0,2.665,2.03,H,2.11,3.33,3.28,,,,0.439188564,0.278284646,0.28252679,0.079111998,,,
China,Super League,2025,19,2025-03-08,12:00,Dalian Yingbo,Qingdao Hainiu,3.07,0.6,2.0,0.0,2.7489999999999997,0.42,H,1.41,4.62,6.95,,,,,,,,,,
China,Super League,2025,19,2025-03-08,12:35,Beijing Guoan,Tianjin Jinmen Tiger,1.51,1.85,2.0,2.0,1.657,1.895,D,1.52,4.53,5.98,,,,,,,,,,
China,Super League,2025,19,2025-03-08,12:35,Shenzhen Xinpengcheng,Zhejiang Professional,1.56,1.53,2.0,4.0,1.6919999999999997,2.271,A,1.65,4.26,4.99,,,,,,,,,,
China,Super League,2025,19,2025-03-08,13:00,Wuhan Three Towns,Changchun Yatai,1.05,0.55,0.0,0.0,0.735,0.385,D,3.58,3.86,1.99,,,,,,,,,,
China,Super League,2025,3,2025-03-28,11:00,Qingdao West Coast,Shanghai Port,1.86,2.37,3.0,3.0,2.202,2.559,D,3.83,3.84,1.81,,,,0.243106831,0.242473741,0.514419428,0.07399946,,,
China,Super League,2025,7,2025-03-28,11:35,Wuhan Three Towns,Zhejiang Professional,1.69,0.27,0.0,4.0,1.1829999999999998,1.389,A,2.74,3.46,2.38,,,,0.339769933,0.269066363,0.391163704,0.074148912,,,
China,Super League,2025,3,2025-03-28,12:00,Shenzhen Xinpengcheng,Yunnan Yukun,1.66,2.13,3.0,4.0,2.062,2.691,A,2.37,3.21,2.97,,,,0.394275505,0.291100607,0.314623888,0.070167745,,,
China,Super League,2025,3,2025-03-29,07:30,Dalian Yingbo,Changchun Yatai,2.35,0.68,2.0,0.0,2.245,0.476,H,2.4,3.31,2.8,,,,0.387263914,0.280795587,0.331940498,0.075924327,,,
China,Super League,2025,3,2025-03-29,07:30,Tianjin Jinmen Tiger,Qingdao Hainiu,1.46,0.47,1.0,0.0,1.322,0.32899999999999996,H,1.57,3.7,6.13,,,,0.59508161,0.252507602,0.152410788,0.070345082,,,
China,Super League,2025,8,2025-03-29,10:00,Henan Songshan Longmen,Shanghai Shenhua,0.8,3.35,1.0,3.0,0.8599999999999999,3.2449999999999997,A,3.54,3.36,2.02,,,,0.262739815,0.276815162,0.460445023,0.075154428,,,
China,Super League,2025,3,2025-03-29,11:00,Meizhou Hakka,Shandong Taishan,0.58,2.26,3.0,4.0,1.3059999999999998,2.782,A,4.62,4.13,1.62,,,,0.201187168,0.225056833,0.573755999,0.075864918,,,
China,Super League,2025,3,2025-03-29,11:35,Beijing Guoan,Chengdu Rongcheng,1.49,2.11,1.0,1.0,1.343,1.777,D,2.37,3.34,2.84,,,,0.393068183,0.278913651,0.328018167,0.073454802,,,
China,Super League,2025,23,2025-04-10,12:35,Dalian Yingbo,Qingdao West Coast,1.24,1.67,0.0,2.0,0.868,1.7689999999999997,A,1.8,3.9,4.37,,,,,,,,,,
China,Super League,2025,6,2025-04-11,12:35,Meizhou Hakka,Changchun Yatai,2.08,0.6,1.0,3.0,1.756,1.3199999999999998,A,1.83,3.76,3.93,,,,0.512202984,0.249290282,0.238506733,0.06685846,,,
China,Super League,2025,6,2025-04-11,12:35,Shandong Taishan,Shenzhen Xinpengcheng,2.03,1.14,4.0,0.0,2.6209999999999996,0.7979999999999999,H,1.47,4.61,5.85,,,,0.636880176,0.203083267,0.160036557,0.068132019,,,
China,Super League,2025,6,2025-04-12,08:30,Dalian Yingbo,Tianjin Jinmen Tiger,2.13,0.5,1.0,1.0,1.791,0.6499999999999999,D,2.52,3.29,2.73,,,,0.371880706,0.284844796,0.343274498,0.067077131,,,
China,Super League,2025,6,2025-04-12,12:00,Qingdao Hainiu,Chengdu Rongcheng,0.41,3.12,0.0,1.0,0.287,2.4839999999999995,A,8.63,5.19,1.32,,,,0.108687478,0.180726963,0.710585559,0.06612884,,,
China,Super League,2025,6,2025-04-12,12:35,Wuhan Three Towns,Yunnan Yukun,1.31,1.2,3.0,1.0,1.8169999999999997,1.14,H,2.33,3.35,2.93,,,,0.401486426,0.279242798,0.319270776,0.06898894,,,
China,Super League,2025,6,2025-04-12,13:00,Shanghai Shenhua,Zhejiang Professional,1.11,0.2,3.0,2.0,1.677,0.74,H,1.32,5.6,7.56,,,,0.709060214,0.167135622,0.123804164,0.068422318,,,
China,Super League,2025,24,2025-04-15,11:30,Qingdao West Coast,Shandong Taishan,1.46,3.13,1.0,5.0,1.322,3.691,A,3.81,3.96,1.82,,,,0.24657703,0.237236991,0.51618598,0.064442994,,,
China,Super League,2025,7,2025-04-15,12:35,Wuhan Three Towns,Beijing Guoan,2.97,2.92,4.0,4.0,3.279,3.2439999999999998,D,4.64,3.83,1.7,,,,0.202392276,0.245195864,0.552411859,0.064849141,,,
China,Super League,2025,7,2025-04-15,13:00,Shenzhen Xinpengcheng,Changchun Yatai,1.35,1.25,3.0,1.0,1.8449999999999998,1.175,H,1.71,3.99,4.32,,,,0.54812398,0.234910277,0.216965742,0.06690337,,,
China,Super League,2025,29,2025-04-16,11:00,Tianjin Jinmen Tiger,Shanghai Port,0.94,2.7,1.0,4.0,0.958,3.09,A,7.22,5.03,1.37,,,,0.129778094,0.186281877,0.683940029,0.067238319,,,
China,Super League,2025,6,2025-04-16,12:00,Dalian Yingbo,Henan Songshan Longmen,1.78,1.42,1.0,0.0,1.546,0.9939999999999999,H,2.22,3.11,3.38,,,,0.421828601,0.301112377,0.277059022,0.067851847,,,
China,Super League,2025,7,2025-04-16,12:00,Zhejiang Professional,Meizhou Hakka,1.75,2.7,2.0,2.0,1.8249999999999997,2.4899999999999998,D,1.8,3.99,3.82,,,,0.520201503,0.23467737,0.245121127,0.067962227,,,
China,Super League,2025,7,2025-04-16,12:35,Chengdu Rongcheng,Yunnan Yukun,2.27,1.85,1.0,1.0,1.889,1.595,D,1.32,5.37,8.14,,,,0.710241287,0.17458445,0.115174263,0.06664562,,,
China,Super League,2025,7,2025-04-16,13:00,Shanghai Shenhua,Qingdao Hainiu,3.76,0.83,3.0,2.0,3.5319999999999996,1.181,H,1.13,8.23,15.93,,,,0.827651579,0.113638674,0.058709748,0.069237074,,,
China,Super League,2025,13,2025-04-19,12:00,Shanghai Shenhua,Wuhan Three Towns,1.66,0.7,2.0,0.0,1.762,0.48999999999999994,H,1.26,5.93,9.29,,,,0.741779985,0.157612611,0.100607404,0.069927484,,,
China,Super League,2025,8,2025-04-19,12:35,Beijing Guoan,Shandong Taishan,3.4,1.76,6.0,1.0,4.18,1.532,H,2.8,3.69,2.28,,,,0.334797765,0.254047085,0.41115515,0.066742058,,,
China,Super League,2025,8,2025-04-20,08:30,Changchun Yatai,Yunnan Yukun,1.0,0.69,0.0,0.0,0.7,0.48299999999999993,D,2.51,3.47,2.61,,,,0.372435489,0.269398581,0.35816593,0.069732575,,,
China,Super League,2025,19,2025-04-20,11:30,Henan Songshan Longmen,Qingdao Hainiu,0.88,0.13,3.0,1.0,1.516,0.391,H,1.51,4.12,6.13,,,,0.620026465,0.227242709,0.152730826,0.068102239,,,
China,Super League,2025,8,2025-04-20,11:30,Qingdao West Coast,Dalian Yingbo,1.37,1.15,2.0,0.0,1.559,0.8049999999999999,H,2.57,3.24,2.7,,,,0.364290533,0.288958849,0.346750618,0.068117404,,,
China,Super League,2025,8,2025-04-20,12:00,Meizhou Hakka,Shenzhen Xinpengcheng,1.91,0.14,3.0,0.0,2.237,0.098,H,2.05,3.36,3.54,,,,0.456784719,0.278693057,0.264522224,0.067909801,,,
China,Super League,2025,28,2025-04-20,12:35,Shanghai Port,Chengdu Rongcheng,2.39,2.69,1.0,3.0,1.973,2.7829999999999995,A,2.83,3.54,2.31,,,,0.330628434,0.264315952,0.405055614,0.068743199,,,
China,Super League,2025,8,2025-04-20,12:35,Tianjin Jinmen Tiger,Zhejiang Professional,1.34,1.99,2.0,0.0,1.5379999999999998,1.393,H,2.51,3.35,2.69,,,,0.372808923,0.279328476,0.347862601,0.068661049,,,
China,Super League,2025,14,2025-04-25,12:35,Beijing Guoan,Henan Songshan Longmen,1.77,0.35,1.0,0.0,1.539,0.24499999999999997,H,1.67,4.1,4.43,,,,0.560446308,0.22827935,0.211274342,0.068438469,,,
China,Super League,2025,19,2025-04-25,12:35,Yunnan Yukun,Shanghai Port,1.84,1.04,2.0,3.0,1.888,1.628,A,3.26,3.62,2.07,,,,0.287734038,0.259119603,0.453146359,0.066083348,,,
China,Super League,2025,9,2025-04-26,12:35,Changchun Yatai,Chengdu Rongcheng,1.56,3.68,1.0,2.0,1.392,3.176,A,8.42,5.48,1.31,,,,0.111557623,0.171407881,0.717034495,0.064605376,,,
China,Super League,2025,13,2025-04-26,12:35,Shenzhen Xinpengcheng,Dalian Yingbo,0.63,1.42,1.0,1.0,0.7409999999999999,1.2939999999999998,D,3.08,3.3,2.28,,,,0.304487179,0.284188034,0.411324786,0.066302119,,,
China,Super League,2025,9,2025-04-26,12:35,Shandong Taishan,Shanghai Shenhua,0.69,1.45,0.0,1.0,0.48299999999999993,1.315,A,3.13,3.89,2.04,,,,0.29949616,0.240982771,0.459521069,0.066754305,,,
China,Super League,2025,24,2025-04-27,12:35,Wuhan Three Towns,Tianjin Jinmen Tiger,3.05,0.88,2.0,1.0,2.735,0.9159999999999999,H,2.43,3.25,2.86,,,,0.385008885,0.287868182,0.327122934,0.068865291,,,
